,name,sex,age,is_adult,job,class_dept,is_passenger,joined,boat_body,ticketprice,survived
1017,"JONES, Mr Albert Hugh Brabner",male,17.0,False,Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
1018,"JONES, Mr Arthur Ernest",male,37.0,True,Plate Steward (2nd Class),Victualling Crew,False,Southampton,,0.0,False
1019,"JONES, Mr Charles Cresson",male,46.0,True,Estate Manager,1st Class Passenger,True,Southampton,[80],26.0,False
1020,"JONES, Mr Harry Owen Glendower",male,36.0,True,Roast Cook,Victualling Crew,False,Southampton,,0.0,False
1021,"JONES, Mr Thomas William",male,34.0,True,Able Seaman,Deck Crew,False,Southampton,8,0.0,True
1022,"JONES, Mr Victor Reginald",male,20.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
1023,"JONSSON, Mr Karl",male,25.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.854166666666666,True
1024,"JOSEPH (SHAHIN), MrElias",male,39.0,True,,3rd Class Passenger,True,Cherbourg,,7.229166666666667,False
1025,"JOSEPH, Master Michael (Shafīq) Peter",male,4.0,False,,3rd Class Passenger,True,Cherbourg,D,22.358333333333334,True
1026,"JOUANNAULT, MrGeorges Jules",male,24.0,True,Assistant Sauce Cook,Restaurant Staff,False,Southampton,,0.0,False
1027,"JOUGHIN, Mr Charles John",male,33.0,True,Chief Baker,Victualling Crew,False,Belfast,B,0.0,True
1028,"JUDD, Mr Charles Edward",male,31.0,True,Fireman,Engineering Crew,False,Southampton,B,0.0,True
1029,"JUKES, Mr Henry James",male,38.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
1030,"JULIAN, Mr Henry Forbes",male,50.0,True,Metallurgist,1st Class Passenger,True,Southampton,,26.0,False
1031,"JUPE, Mr Boykett Herbert",male,30.0,True,Electrician,Engineering Crew,False,Southampton,[73],0.0,False
1032,"JUSSILA, Miss Katriina",female,20.0,True,Servant,3rd Class Passenger,True,Southampton,,9.841666666666667,False
1033,"JUSSILA, Miss Mari Aina",female,21.0,True,Servant,3rd Class Passenger,True,Southampton,,9.841666666666667,False
1034,"JUSSILA, Mr Eiriik",male,32.0,True,,3rd Class Passenger,True,Southampton,15,7.925000000000001,True
1035,"JÖNSSON, Mr Nils Hilding",male,27.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.854166666666666,False
1036,"KALLIO, Mr Nikolai Erland",male,17.0,False,General Labourer,3rd Class Passenger,True,Southampton,,7.125,False
1037,"KALVIK, Mr Johannes Halvorsen",male,21.0,True,General Labourer,3rd Class Passenger,True,Southampton,,8.433333333333334,False
1038,"KANTOR, Mrs Miriam",female,24.0,True,,2nd Class Passenger,True,Southampton,12,26.0,True
1039,"KANTOR, Mr Sinai",male,34.0,True,,2nd Class Passenger,True,Southampton,[283],26.0,False
1040,"KARAJIĆ, Mr Milan",male,30.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1041,"KARLSSON, Mr Einar Gervasius",male,21.0,True,Military,3rd Class Passenger,True,Southampton,13,7.795833333333333,True
1042,"KARLSSON, Mr Julius Konrad Eugen",male,33.0,True,Engineer,3rd Class Passenger,True,Southampton,,7.854166666666666,False
1043,"KARLSSON, Mr Nils August",male,22.0,True,Farmer,3rd Class Passenger,True,Southampton,,7.520833333333333,False
1044,"KARNES, Mrs Claire",female,22.0,True,,2nd Class Passenger,True,Southampton,,21.0,False
1045,"KARUN, Miss Manca",female,5.0,False,,3rd Class Passenger,True,Cherbourg,15,13.416666666666668,True
1046,"KARUN, Mr Franz",male,39.0,True,Hotelier,3rd Class Passenger,True,Cherbourg,15,13.416666666666668,True
1047,"KASPER, Mr F.",male,40.0,True,Fireman,Engineering Crew,False,Southampton,9,0.0,True
1048,"KATAVELOS, Mr Vasilios G.",male,19.0,True,Farmer,3rd Class Passenger,True,Cherbourg,[58],7.229166666666667,False
1049,"KEANE, Miss Nora Agnes",female,46.0,True,,2nd Class Passenger,True,Queenstown,10,12.35,True
1050,"KEANE, Mr Andrew",male,23.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
1051,"KEANE, Mr Daniel",male,35.0,True,,2nd Class Passenger,True,Queenstown,,12.35,False
1052,"KEARL, Mr Charles Henry",male,44.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
1053,"KEARL, Mr George Edward",male,25.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1054,"KEEGAN, Mr James",male,38.0,True,Leading Fireman,Engineering Crew,False,Southampton,,0.0,False
1055,"KEEN, Mr Percy Edward",male,30.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,15,0.0,True
1056,"KEEPING, Mr Edwin Herbert",male,33.0,True,Servant,1st Class Passenger,True,Southampton,[45],211.5,False
1057,"KELLAND, Mr Thomas",male,19.0,True,2nd class library steward,Victualling Crew,False,Southampton,,0.0,False
1058,"KELLY, Miss Anna Katherine",female,20.0,True,,3rd Class Passenger,True,Queenstown,16,7.75,True
1059,"KELLY, Miss Mary",female,22.0,True,,3rd Class Passenger,True,Queenstown,D,7.75,True
1060,"KELLY, Mrs Fanny Maria",female,48.0,True,,2nd Class Passenger,True,Southampton,,13.5,True
1061,"KELLY, Mr James",male,44.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,[70],7.829166666666667,False
1062,"KELLY, Mr James",male,19.0,True,Painter & Decorator,3rd Class Passenger,True,Southampton,,8.05,False
1063,"KELLY, Mr James",male,44.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
1064,"KELLY, Mr William Patrick",male,23.0,True,Assistant Electrician,Engineering Crew,False,Belfast,,0.0,False
1065,"KEMISH, Mr George",male,22.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,True
1066,"KEMP, Mr Thomas Hulman",male,43.0,True,Extra Assistant 4th Engineer (Refrigeration),Engineering Crew,False,Belfast,,0.0,False
1067,"KENNEDY, Mr John",male,24.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,,7.75,True
1068,"KENNELL, Mr Charles",male,30.0,True,Hebrew Cook,Victualling Crew,False,Southampton,,0.0,False
1069,"KENT, Mr Edward Austin",male,58.0,True,Architect,1st Class Passenger,True,Cherbourg,[258],29.7,False
1070,"KENYON, Mrs Marion Estelle",female,40.0,True,,1st Class Passenger,True,Southampton,8,51.862500000000004,True
1071,"KENYON, Mr Frederick Roland",male,41.0,True,,1st Class Passenger,True,Southampton,,51.862500000000004,False
1072,"KENZLER, Mr August",male,44.0,True,Storekeeper,Engineering Crew,False,Belfast,,0.0,False
1073,"KERLEY, Mr William Thomas",male,28.0,True,Assistant Saloon Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
1074,"KERR, Mr Thomas Russell",male,26.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1075,"KETCHLEY, Mr Henry",male,36.0,True,Saloon Steward,Victualling Crew,False,Belfast,,0.0,False
1076,"KHALIL, Mrs Zahie",female,20.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,,14.454166666666666,False
1077,"KHALIL, Mr Betros",male,25.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,,14.454166666666666,False
1078,"KHALĪL 'ATTA ALLĀH, MrSulaymān",male,27.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,,7.2250000000000005,False
1079,"KIERAN, Mr Edgar Michael",male,34.0,True,Storekeeper,Victualling Crew,False,Southampton,,0.0,False
1080,"KIERAN, Mr James William",male,35.0,True,Chief 3rd Class Steward,Victualling Crew,False,Southampton,,0.0,False
1081,"KIERNAN, Mr John Joseph",male,26.0,True,General Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
1082,"KIERNAN, Mr Philip",male,22.0,True,General Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
1083,"KILGANNON, Mr Thomas",male,21.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,,7.7375,False
1084,"KIMBALL, Mrs Susan Gertrude",female,45.0,True,,1st Class Passenger,True,Southampton,5,52.55416666666667,True
1085,"KIMBALL, Mr Edwin Nelson Jr.",male,42.0,True,,1st Class Passenger,True,Southampton,5,52.55416666666667,True
1086,"KINCHENTEN, MrFrederick Charles",male,36.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
1087,"KING, Mr Alfred John Moffett",male,18.0,True,Lift Steward,Victualling Crew,False,Southampton,[238],0.0,False
1088,"KING, Mr Ernest Waldron",male,28.0,True,Clerk (1st class),Victualling Crew,False,Southampton,[321],0.0,False
1089,"KING, Mr G.",male,20.0,True,Scullion,Victualling Crew,False,Southampton,,0.0,False
1090,"KING, Mr Thomas Walter",male,42.0,True,Master-at-arms,Deck Crew,False,Southampton,,0.0,False
1091,"KINGSCOTE, Mr William Ford",male,48.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
1092,"KINK, Miss Maria",female,23.0,True,,3rd Class Passenger,True,Southampton,,8.6625,False
1093,"KINK, Mr Anton",male,29.0,True,,3rd Class Passenger,True,Southampton,2,22.025,True
1094,"KINK, Mr Vincenz",male,26.0,True,Magazineer,3rd Class Passenger,True,Southampton,,8.6625,False
1095,"KINK-HEILMANN, Miss Luise Gretchen",female,4.0,False,,3rd Class Passenger,True,Southampton,2,22.025,True
1096,"KINK-HEILMANN, Mrs Luise",female,26.0,True,,3rd Class Passenger,True,Southampton,2,22.025,True
1097,"KINSELLA, Mr Louis",male,30.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1098,"KIRKALDY, Mr Thomas Benjamin",male,35.0,True,Bed Room Steward,Victualling Crew,False,Southampton,,0.0,False
1099,"KIRKHAM, Mr James",male,43.0,True,Greaser,Engineering Crew,False,Southampton,,0.0,False
1100,"KIRKLAND, Fr Charles Leonard",male,71.0,True,Priest / Minister,2nd Class Passenger,True,Queenstown,,12.35,False
1101,"KITCHING, Mr Arthur Alfred",male,31.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
1102,"KLABER, Mr Herman",male,41.0,True,Businessman,1st Class Passenger,True,Southampton,,26.55,False
1103,"KLASÉN, Miss Gertrud Emilia",female,1.0,False,,3rd Class Passenger,True,Southampton,,12.183333333333334,False
1104,"KLASÉN, Mrs Hulda Kristina Eugenia",female,36.0,True,Housewife,3rd Class Passenger,True,Southampton,,12.183333333333334,False
1105,"KLASÉN, Mr Klas Albin",male,18.0,True,Farm Labourer,3rd Class Passenger,True,Southampton,,7.854166666666666,False
1106,"KLEIN, Mr Herbert",male,34.0,True,Barber,Victualling Crew,False,Southampton,,0.0,False
1107,"KNIGHT, Mr George",male,46.0,True,Saloon Steward,Victualling Crew,False,Southampton,13,0.0,True
1108,"KNIGHT, Mr Leonard George",male,21.0,True,Steward (3rd class),Victualling Crew,False,Southampton,,0.0,False
1109,"KNIGHT, Mr Robert",male,42.0,True,Fitter,2nd Class Passenger,True,Belfast,,0.0,False
1110,"KNOWLES, Mr Thomas",male,44.0,True,Firemens' Messman,Engineering Crew,False,Southampton,C,0.0,True
1111,"KOLEV, Mr Petr",male,36.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1112,"KOLEV, Mr Sotir",male,24.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1113,"KRAEFF, Mr Theodor",male,,,General Labourer,3rd Class Passenger,True,Cherbourg,,7.895833333333333,False
1114,"KREKORIAN, Mr Neshan",male,25.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,10,7.229166666666667,True
1115,"KREUCHEN, Miss Emilie",female,29.0,True,Personal Maid,1st Class Passenger,True,Southampton,2,211.3375,True
1116,"KRINS, Mr Georges Alexandre",male,23.0,True,Musician,2nd Class Passenger,True,Southampton,,0.0,False
1117,"KUTSCHER (LITHMAN), MrSimon",male,27.0,True,Baker,3rd Class Passenger,True,Southampton,,7.55,False
1118,"KVILLNER, Mr Johan Henrik Johannesson",male,31.0,True,Mechanical Engineer,2nd Class Passenger,True,Southampton,[165],10.5,False
1119,"LACEY, Mr Bertie William",male,19.0,True,"Assistant Saloon steward, 2nd Class",Victualling Crew,False,Southampton,,0.0,False
1120,"LAHHŪD ISHAQ MU'AWWAD, Mr Sarkīs",male,35.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,,7.2250000000000005,False
1121,"LAHTINEN, Mrs Anna Amelia",female,34.0,True,,2nd Class Passenger,True,Southampton,,26.0,False
1122,"LAHTINEN, Rev. William",male,35.0,True,Priest / Minister,2nd Class Passenger,True,Southampton,,26.0,False
1123,"LAHY, Mr T.",male,41.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1124,"LAITINEN, Miss Kristina Sofia",female,38.0,True,Housekeeper,3rd Class Passenger,True,Southampton,,9.5875,False
1125,"LAKE, Mr William",male,46.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,,0.0,False
1126,"LAM, Mr Ali",male,38.0,True,Seaman,3rd Class Passenger,True,Southampton,C,56.49583333333334,True
1127,"LAM, Mr Len",male,23.0,True,Seaman,3rd Class Passenger,True,Southampton,,56.49583333333334,False
1128,"LAMB, Mr John J.",male,31.0,True,Jeweller,2nd Class Passenger,True,Queenstown,,10.708333333333332,False
1129,"LANDERGREN, Miss Aurora Adelia",female,22.0,True,,3rd Class Passenger,True,Southampton,13,7.25,True
1130,"LANE, Mr Albert Edward",male,33.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
1131,"LANE, Mr Patrick",male,16.0,False,Farm Labourer,3rd Class Passenger,True,Queenstown,,7.75,False
1132,"LANG, Mr Fang",male,32.0,True,Seaman,3rd Class Passenger,True,Southampton,14,56.49583333333334,True
1133,"LAROCHE, Miss Louise",female,1.0,False,,2nd Class Passenger,True,Cherbourg,14,41.579166666666666,True
1134,"LAROCHE, Miss Simonne Marie Anne Andrée",female,3.0,False,,2nd Class Passenger,True,Cherbourg,14,41.579166666666666,True
1135,"LAROCHE, Mrs Juliette Marie Louise",female,22.0,True,,2nd Class Passenger,True,Cherbourg,14,41.579166666666666,True
1136,"LAROCHE, Mr Joseph Philippe Lemercier",male,25.0,True,Engineer,2nd Class Passenger,True,Cherbourg,,41.579166666666666,False
1137,"LARSSON, Mr August Viktor",male,29.0,True,General Labourer,3rd Class Passenger,True,Southampton,,9.483333333333333,False
1138,"LARSSON, Mr Bengt Edvin",male,29.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.775,False
1139,"LATIMER, Mr Andrew",male,55.0,True,Chief Steward,Victualling Crew,False,Belfast,,0.0,False
1140,"LAVINGTON, Miss Elizabeth",female,40.0,True,Stewardess,Victualling Crew,False,Southampton,11,0.0,True
1141,"LAWRANCE, Mr Arthur",male,36.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[90],0.0,False
1142,"LEADER, Dr Alice May",female,49.0,True,Doctor,1st Class Passenger,True,Southampton,8,25.929166666666664,True
1143,"LEADER, Mr Archibald",male,22.0,True,Confectioner,Victualling Crew,False,Southampton,,0.0,False
1144,"LEATHER, Mrs Elizabeth Mary",female,50.0,True,Stewardess,Victualling Crew,False,Southampton,,0.0,True
1145,"LEE, Mr H.",male,18.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1146,"LEE, Mr Henry Reginald",male,29.0,True,Scullion,Victualling Crew,False,Southampton,13,0.0,True
1147,"LEE, Mr Reginald Robinson",male,41.0,True,Lookout,Deck Crew,False,Southampton,13,0.0,True
1148,"LEFEBVRE, Master Henry",male,5.0,False,,3rd Class Passenger,True,Southampton,,25.466666666666665,False
1149,"LEFEBVRE, Miss Ida",female,3.0,False,,3rd Class Passenger,True,Southampton,,25.466666666666665,False
1150,"LEFEBVRE, Miss Jeannie",female,8.0,False,,3rd Class Passenger,True,Southampton,,25.466666666666665,False
1151,"LEFEBVRE, Miss Mathilde",female,12.0,False,,3rd Class Passenger,True,Southampton,,25.466666666666665,False
1152,"LEFEBVRE, Mrs Frances Marie",female,40.0,True,,3rd Class Passenger,True,Southampton,,25.466666666666665,False
1153,"LEFEBVRE, Mr Paul Georges",male,35.0,True,Saloon Steward,Victualling Crew,False,Southampton,[211],0.0,False
1154,"LEHMANN, Miss Bertha",female,17.0,False,,2nd Class Passenger,True,Cherbourg,12,12.0,True
1155,"LEINONEN, Mr Antti Gustaf",male,32.0,True,,3rd Class Passenger,True,Southampton,,7.925000000000001,False
1156,"LEITCH, Miss Jessie Wills",female,31.0,True,,2nd Class Passenger,True,Southampton,11,33.0,True
1157,"LEMORE, Mrs Amelia",female,39.0,True,,2nd Class Passenger,True,Southampton,14,10.5,True
1158,"LENNON, Mr Denis",male,20.0,True,General Labourer,3rd Class Passenger,True,Queenstown,,15.5,False
1159,"LEONARD, Mr Matthew",male,25.0,True,3rd Class Steward,Victualling Crew,False,Belfast,,0.0,False
1160,"LEROY, Miss Berthe",female,27.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,2,106.42500000000001,True
1161,"LESTER, Mr James",male,41.0,True,Dipper,3rd Class Passenger,True,Southampton,,24.15,False
1162,"LESUEUR, Mr Louis Gustave Joseph",male,35.0,True,Servant,1st Class Passenger,True,Cherbourg,3,512.3291666666667,True
1163,"LEVETT, Mr George Alfred",male,26.0,True,Assistant Pantryman Steward (1st Class),Victualling Crew,False,Belfast,,0.0,False
1164,"LEWIS, Mr Arthur Ernest Read",male,27.0,True,Steward,Victualling Crew,False,Southampton,15,0.0,True
1165,"LEWY, Mr Ervin G.",male,30.0,True,Jeweller,1st Class Passenger,True,Cherbourg,,27.72083333333333,False
1166,"LEYSON, Mr Robert William Norman",male,25.0,True,Solicitor,2nd Class Passenger,True,Southampton,[108],10.5,False
1167,"LIEVENS, Mr René Aimé",male,24.0,True,Farmer,3rd Class Passenger,True,Southampton,,9.5,False
1168,"LIGHT, Mr Charles Edward",male,24.0,True,Plate Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
1169,"LIGHT, Mr Christopher William",male,20.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1170,"LIGHT, Mr W.",male,47.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1171,"LIGHTOLLER, Mr Charles Herbert",male,38.0,True,2nd. Officer,Deck Crew,False,Belfast,B,0.0,True
1172,"LIND, Mr Erik Gustaf",male,42.0,True,Businessman,1st Class Passenger,True,Southampton,,26.55,False
1173,"LINDAHL, Miss Agda Thorilda Viktoria",female,25.0,True,,3rd Class Passenger,True,Southampton,,7.775,False
1174,"LINDBLOM, Miss Augusta Charlotta",female,45.0,True,,3rd Class Passenger,True,Southampton,,7.75,False
1175,"LINDELL, Mrs Elin Gerda",female,30.0,True,,3rd Class Passenger,True,Southampton,A,15.55,False
1176,"LINDELL, Mr Edvard Bengtsson",male,36.0,True,General Labourer,3rd Class Passenger,True,Southampton,A,15.55,False
1177,"LINDQVIST, Mr Eino William",male,20.0,True,,3rd Class Passenger,True,Southampton,15,7.925000000000001,True
1178,"LINDSAY, Mr William Charles",male,30.0,True,Fireman,Engineering Crew,False,Southampton,3,0.0,True
1179,"LINDSTRÖM, Mrs Sigrid",female,55.0,True,,1st Class Passenger,True,Cherbourg,6,27.72083333333333,True
1180,"LINEHAN, Mr Michael",male,21.0,True,Farm Labourer,3rd Class Passenger,True,Queenstown,,7.879166666666666,False
1181,"LINES, Miss Mary Conover",female,16.0,False,,1st Class Passenger,True,Cherbourg,9,39.4,True
1182,"LINES, Mrs Elizabeth Lindsey",female,50.0,True,,1st Class Passenger,True,Cherbourg,9,39.4,True
1183,"LING, Mr Lee",male,28.0,True,Seaman,3rd Class Passenger,True,Southampton,,56.49583333333334,False
1184,"LINGANE, Mr John",male,61.0,True,Gentleman,2nd Class Passenger,True,Queenstown,,12.35,False
1185,"LINHART, Mr Wenzel",male,28.0,True,Baker,3rd Class Passenger,True,Southampton,[298],9.5,False
1186,"LITTLEJOHN, Mr Alexander James",male,40.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,13,0.0,True
1187,"LIVSHIN, Mr David",male,25.0,True,Jeweller,3rd Class Passenger,True,Southampton,B,7.25,False
1188,"LLOYD, Mr Humphrey",male,41.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,[57],0.0,False
1189,"LLOYD, Mr William",male,29.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1190,"LOBB, Mrs Cordelia",female,34.0,True,,3rd Class Passenger,True,Southampton,[55],16.1,False
1191,"LOBB, Mr William Arthur",male,31.0,True,Engineer,3rd Class Passenger,True,Southampton,,16.1,False
1192,"LOCKE, Mr Albert George",male,33.0,True,Scullion,Victualling Crew,False,Southampton,,0.0,False
1193,"LOCKYER, Mr Edward Thomas",male,19.0,True,Grocers Assistant,3rd Class Passenger,True,Southampton,[153],7.879166666666666,False
1194,"LONG, Mr Frank",male,31.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1195,"LONG, Mr Milton Clyde",male,29.0,True,,1st Class Passenger,True,Southampton,[126],30.0,False
1196,"LONG, Mr William",male,36.0,True,Trimmer,Engineering Crew,False,Southampton,,0.0,False
1197,"LONGLEY, Miss Gretchen Fiske",female,21.0,True,,1st Class Passenger,True,Cherbourg,10,77.95833333333334,True
1198,"LONGMUIR, Mr John Dickson",male,20.0,True,Assistant Pantry Steward (2nd class),Victualling Crew,False,Southampton,,0.0,False
1199,"LORING, Mr Joseph Holland",male,30.0,True,Stockbroker,1st Class Passenger,True,Southampton,,45.5,False
1200,"LOUCH, Mrs Alice Adelaide",female,42.0,True,,2nd Class Passenger,True,Southampton,,26.0,True
1201,"LOUCH, Mr Charles",male,50.0,True,Saddler,2nd Class Passenger,True,Southampton,[121],26.0,False
1202,"LOVELL, Mr John",male,37.0,True,Grill Cook,Victualling Crew,False,Southampton,,0.0,False
1203,"LOVELL, Mr John Hall",male,20.0,True,Farmer,3rd Class Passenger,True,Southampton,,7.25,False
1204,"LOWE, Mr Harold Godfrey",male,29.0,True,5th. Officer,Deck Crew,False,Belfast,14,0.0,True
1205,"LUCAS, Mr William Arthur",male,25.0,True,Able Seaman,Deck Crew,False,Southampton,D,0.0,True
1206,"LUCAS, Mr William Watson",male,31.0,True,Saloon Steward (1st class),Victualling Crew,False,Belfast,A,0.0,True
1207,"LULIC, Mr Nikola",male,29.0,True,,3rd Class Passenger,True,Southampton,15,8.6625,True
1208,"LUNDAHL, Mr Johan Svensson",male,50.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.054166666666666,False
1209,"LUNDIN, Miss Olga Elida",female,23.0,True,,3rd Class Passenger,True,Southampton,10,7.854166666666666,True
1210,"LUNDSTRÖM, Mr Thure Edvin",male,32.0,True,,3rd Class Passenger,True,Southampton,15,7.579166666666667,True
1211,"LURETTE, Miss Eugénie Elise",female,59.0,True,Personal Maid,1st Class Passenger,True,Cherbourg,6,146.52083333333334,True
1212,"LYDIATT, Mr Charles",male,45.0,True,Saloon Steward (1st class),Victualling Crew,False,Southampton,,0.0,False
1213,"LYMPEROPOULUS, MrPanagiotis K.",male,30.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,[196],6.4375,False
1214,"LYNTAKOFF, Mr Stanko",male,44.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1215,"LYONS, Mr William Henry",male,25.0,True,Able Seaman,Deck Crew,False,Southampton,4,0.0,False
1216,"LÉVY, Mr René Jacques",male,36.0,True,Chemist,2nd Class Passenger,True,Southampton,,12.875,False
1217,"MABEY, Mr John Charles",male,23.0,True,3rd Class Steward,Victualling Crew,False,Southampton,,0.0,False
1218,"MACK, Mrs Mary",female,57.0,True,,2nd Class Passenger,True,Southampton,[52],10.5,False
1219,"MACKAY, Mr George William",male,20.0,True,Footman,3rd Class Passenger,True,Southampton,,7.55,False
1220,"MACKIE, Mr George William",male,34.0,True,2nd Class Bedroom Steward,Victualling Crew,False,Southampton,,0.0,False
1221,"MACKIE, Mr William Dickson",male,32.0,True,Junior 5th. Engineer,Engineering Crew,False,Belfast,,0.0,False
1222,"MADIGAN, Miss Margaret",female,21.0,True,,3rd Class Passenger,True,Queenstown,15,7.75,True
1223,"MADILL, Miss Georgette Alexandra",female,16.0,False,,1st Class Passenger,True,Southampton,2,211.3375,True
1224,"MADSEN, Mr Fridtjof Arne",male,24.0,True,,3rd Class Passenger,True,Southampton,13,7.141666666666667,True
1225,"MAGUIRE, Mr John Edward",male,30.0,True,,1st Class Passenger,True,Southampton,,26.0,False
1226,"MAHON, Miss Bridget Delia",female,20.0,True,,3rd Class Passenger,True,Queenstown,,7.879166666666666,False
1227,"MAIONI, Miss Roberta Elizabeth Mary",female,20.0,True,Personal Maid,1st Class Passenger,True,Southampton,8,86.5,True
1228,"MAJOR, Mr Thomas Edgar",male,36.0,True,Bathroom Steward (1st Class),Victualling Crew,False,Belfast,,0.0,False
1229,"MAJOR, Mr William James",male,32.0,True,Fireman,Engineering Crew,False,Southampton,13,0.0,True
1230,"MALACHARD, Mr Jean-Noël",male,25.0,True,,2nd Class Passenger,True,Cherbourg,,15.045833333333333,False
1231,"MALLET, Master André Clement",male,1.0,False,,2nd Class Passenger,True,Cherbourg,10,37.00416666666667,True
1232,"MALLET, Mrs Antonine Marie",female,24.0,True,,2nd Class Passenger,True,Cherbourg,10,37.00416666666667,True
1233,"MALLET, Mr Albert Denis Pierre",male,45.0,True,Merchant,2nd Class Passenger,True,Cherbourg,,37.00416666666667,False
1234,"MANGAN, Miss Mary",female,32.0,True,,3rd Class Passenger,True,Queenstown,[61],7.75,False
1235,"MANGIAVACCHI, MrEmilio Giovanni Andrea Onorato",male,47.0,True,Clerk,2nd Class Passenger,True,Cherbourg,,15.579166666666667,False
1236,"MANNION, Miss Margaret",female,28.0,True,,3rd Class Passenger,True,Queenstown,16,7.7375,True
1237,"MANTLE, Mr Roland Frederick",male,40.0,True,3rd Class Steward,Victualling Crew,False,Southampton,,0.0,False
1238,"MARCH, Mr John Starr",male,50.0,True,Postal Clerk / Postman,Victualling Crew,False,Southampton,[225],0.0,False
1239,"MARDIROSIAN, Mr Sarkis",male,25.0,True,Farm Labourer,3rd Class Passenger,True,Cherbourg,,7.229166666666667,False
1240,"MARETT, Mr George John",male,27.0,True,Fireman,Engineering Crew,False,Southampton,,0.0,False
1241,"MARINKO, Mr Dmitri",male,23.0,True,,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1242,"MARKOFF, Mr Marin",male,35.0,True,General Labourer,3rd Class Passenger,True,Southampton,,7.895833333333333,False
1243,"MARKS, Mr James",male,27.0,True,Assistant Pantryman Steward (1st Class),Victualling Crew,False,Southampton,,0.0,False
1244,"MARKUN, Mr Johann",male,33.0,True,General Labourer,3rd Class Passenger,True,Cherbourg,,7.895833333333333,False
1245,"MARRIOTT, Mr John William",male,21.0,True,Assistant Pantryman Steward (1st Class),Victualling Crew,False,Southampton,[2],0.0,False
1246,"MARSDEN, Miss Evelyn",female,28.0,True,Stewardess,Victualling Crew,False,Southampton,16,0.0,True
1247,"MARSH, Mr Frederick Charles",male,39.0,True,Fireman,Engineering Crew,False,Southampton,[268],0.0,False
1248,"MARTIN, Miss Mabel Elvina",female,20.0,True,Cashier,Restaurant Staff,False,Southampton,,0.0,True
1249,"MARTIN, Miss Virginia Ethel",female,6.0,False,,3rd Class Passenger,True,Southampton,13,12.475,True
1250,"MARTIN, Mrs Annie Martha",female,39.0,True,Stewardess,Victualling Crew,False,Southampton,11,0.0,True
1251,"MARVIN, Mrs Mary Graham Carmichael",female,18.0,True,,1st Class Passenger,True,Southampton,10,53.1,True
1252,"MARVIN, Mr Daniel Warner",male,18.0,True,Of Independent Means,1st Class Passenger,True,Southampton,,53.1,False
1253,"MARÉCHAL, Mr Pierre",male,29.0,True,Aviator,1st Class Passenger,True,Cherbourg,7,29.7,True
